No,Tgl_Iklan,url,harga,kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi,
76,26/3/2021,"Sukabumi, bandar lampung, Tirtayasa dekat smkn 5, Sukabumi, Bandar Lampung, Lampung, 3 Kamar Tidur, 65 m², Rumah dijual, Oleh Anton Priono, Rp 500 jt, 18250101",500000000,Lampung,177,65,3,2,0,0,1,0,1300,SHM,"Sukabumi, bandar lampung","Rumah Murah Sukabumi
Rumah siap huni dengan halaman belakang yg luas

Griya Kalimantan

Luas banguan : 65 m2
Luas tanah : 177 m2
Kamar tidur/mandi : 3 kt 2 km
Ststus : SHM
Harga : Rp 500 jt
Lokasi : jalan kalimantan sukabumi

Bonus : AC, KANOPI , TORN AER, PAGER MINIMALIS

Keunggulan : rumah siap huni hanya 100 mrr dari jalan raya tirtayasa deket smkn 5 sukabumi bandar lampung",
77,26/3/2021,"Perumahan Murah di Lampung dekat pasar Waykandis Bandar Lampung, Jalan Airan Raya, gang Kutilang, Sukarame, Bandar Lampung, Lampung, 2 Kamar Tidur, 45 m², Rumah dijual, Oleh Firman Falani, Rp 225 jt, 18398371",225000000,Lampung,72,45,2,1,0,0,1,0,1300,SHM,Perumahan Murah di Lampung dekat pasar Waykandis Bandar Lampung,"Rumah Murah Di Waykandis Dekat Pasar Jatimulyo
Perumahan Murah di Lampung dekat pasar Waykandis Bandar Lampung

Perumahan Design Modern
Griya Annisa Way Hui
DEKAT ke Airan Raya & Pasar Jatimulyo
Lokasi = Jl.Airan Raya Gg. Kutilang
Way Hui

••√Type rumah
*Type 45/72

••√Spesifikasi Bangunan :
*Kamar Tidur 2, Kamar Mandi 1
*Pondasi Pasangan batu belah, sloof, tiang kolom, ring balok, beton bertulang
*Kusen Kayu kelas II
*Daun Pintu Panel kelas II
*Jendela Bingkai kayu kelas II
*Lantai Granit 60x60
*Rangka atap baja
*Genteng Mantili di cat
*Plafon PVC
*Closet duduk
*Carport
*Sumur bor 30 meter+pompa air+tower ½ kubik
*Listrik 1.300 watt

••√Keunggulan :
*Lokasi strategis dekat ke RS.Airan, Pasar Jatimulyo & ITERA
*Jalan perumahan lebar 5 meter
*Perumahan di dalam pagar keliling, one gate system
*Lingkungan perumahan aman dan nyaman

••√Proses :
*KPR DP 20% diluar biaya proses
*Bisa Cash Bertahap maksimal 2 tahun dengan DP min. 50%

••√ Harga
*Cash : Rp. 225.000.000
*Tempo 12 bln : Rp. 255.000.000
*Tempo 24 bln : Rp. 285.000.000
*KPR : Rp. 255.000.000

Kelebihan tanah Rp.1.750.000 /m²",
78,26/3/2021,https://www.rumah.com/listing-properti/dijual-rumah-sukarame-bandar-lampung-oleh-anton-priono-18302623,560000000,Lampung,152,70,3,2,0,0,2,0,1300,SHM,Rumah sukarame bandar lampung,"Rumah Sukarame Bandar Lampung
GRIYA SINGKEP Tahap 2 (Rumah inden)

Tipe 70/152

Kamar tidur: 3,

Kamar mandi: 2,

Ruang tamu, Ruang keluarga, Dapur,Teras & Carport SPESIFIKASI: • Pondasi: Batu Belah • Struktur: Besi Bertulang • Rangka: Baja ringan • Atap: Limas • Lantai: Granit 60x60 • Plafond: PVC • Listrik: 2200 watt • Sanitasi: Closed duduk + Shower • Air: Sumur Bor + Mesin air + Tower • Carport: Rabat Beton • Taman depan .",
79,26/3/2021,"rumah murah lampung rajabasa, pramuka, Rajabasa, Bandar Lampung, Lampung, 3 Kamar Tidur, 140 m², Rumah dijual, Oleh Anton Priono, Rp 590 jt, 18378376",590000000,Lampung,90,140,3,2,0,0,1,0,1300,SHM,rumah murah lampung rajabasa,"Rumah Murah Bandar Lampung
Rumah second 2 lantai mewah harga murah
Lokasi perumahan bukit alam permai jl.Pramuka Rajabasa

Luas bangunan 140 luas tanah 91
3 kamar tidur 2 kamar mandi..

Lokasi belakang SMPN 2 Bandar Lampung dekat Samsat Rajabasa ,

Harga cash 590 JT",
80,26/3/2021,https://www.rumah.com/listing-properti/dijual-senopati-residence-bandar-lampung-oleh-dicky-litamahuputty-18274274,468000000,Lampung,117,60,3,2,0,0,1,0,1300,SHM,Senopati Residence Bandar Lampung,"Cluster Senopati Residence Bandar Lampung
CLUSTER SENOPATI RESIDENCE
Jl.Senopati I Korpri Jaya Bandar Lampung
Tersedia Total 14Unit

Sistem Bayar
* Harga Mulai 468Jtan
* Cash Tempo 12 Bulan
* KPR Bank DP Rp 20%
* Bebas Biaya Notaris, Pajak & Proses Bank

SPESIFIKASI BANGUNAN
• All Type 60/70/80
• 3 Kamar Tidur
• 2 Kamar Mandi
• Carport
• Taman
• Ruang Tamu
• Ruang Keluarga
• Dapur
• Closed Duduk dan Jongkok
• Listrik 1300w
• Sumur Bor+mesin+tower
• Jalan Lebar 6m
• One Gate Sistem

KUALITAS BANGUNAN
• Lantai Granit 60x60
• Plavon PVC
• Kusen Kayu Jati
• Lighting LED
• Cat Jotun

AKSES TERDEKAT
- Sekolah Man 1
- Kampus UIN, ITERA
- Pintu TOL ITERA
- Polsek dan POLDA Baru
- Mall Transmart dan Pusat Kota",
81,26/3/2021,"Rumah Murah Bandar Lampung, Jl. Delima Korpri Raya Bandar Lampung, Sukarame, Bandar Lampung, Lampung, 2 Kamar Tidur, 45 m², Rumah dijual, Oleh Dicky Litamahuputty, Rp 330 jt, 18274304",330000000,Lampung,72,45,2,1,0,0,1,0,1300,SHM,Rumah Murah Bandar Lampung,"Rumah Murah Di Bandar Lampung
PERUMAHAN Dekat Dengan
Kampus UIN dan ITERA

PERUMAHAN GRIYA FANTASI
Lokasi :
Komplek Korpri Sukarame


➡️Pilihan Type Rumah",
82,27/3/2021,https://www.rumah123.com/properti/bandar-lampung/hos8088659/,1400000000,Lampung,300,288,4,3,0,0,0,3,2200,SHM,Rumah murah  cepat nego di bandar lampung,"Bismillah

Dijual cepat rumah pribadi akses kota bandar lampung

Lokasi 
- Belakang bebek Pak Selamet Za Pagar Alam
- Bisa dari Gg Pu Pagar Alam

Luas Tanah 300 M
- Luas Bangunan 288 M
- Kamar Tidur 4
- Kamar Mandi 3 
- Garasi Mobil 3 luas
- Ruang Jemur Lantai Atas
- Sumur Bor
- Listrik 2200
- Gas Dalam Tanah

Akses
3 Menit ke Mall Bumi Kedaton
2 Menit ke Universitas Tehnokrat
3 Menit ke Universitas Bandar Lampung
4 Menit ke Universitas Dharma jaya 
4 Menit ke sekolah Dharma Bangsa
6 Menit ke Universitas Lampung
30 Menit Bandara Radin intan

Legalitas sertifikat

Harga Rp 1,4 M nego Direct Owner

Informasi dan negosiasi hub
Donny
Tlp/Wa/Telw 0822 8281 1119",
83,27/3/2021,https://www.rumah.com/listing-properti/dijual-rumah-mewah-desain-klasik-di-tanjung-karang-lampung-oleh-meliana-17953365,575000000,Lampung,90,90,5,3,0,0,1,0,2200,SHM,Rumah mewah desain klasik di tanjung karang lampung,"Perumahan syariah di bandar Lampung
Perumahan Syariah Desain Eropa Klasik Modern Villa Amani Bandar Lampung ", 
84,28/3/2021,https://www.rumah.com/listing-properti/dijual-rumah-murah-bandar-lampung-di-kedamaian-oleh-dicky-litamahuputty-18329010#contact-agent,450000000,Lampung,125,70,2,1,0,0,1,0,1300,SHM,Rumah Murah Bandar Lampung di Kedamaian,"Rumah Murah Bandar Lampung Di KedamaianMenawarkan Hanya 1 Unit
Rumah Siap Huni
Dengan Akses Perumahan
One Gate System
Lokasi :
Perumahan Permata Gading
Kedamaian - Bandar Lampung
Akses Lokasi Strategis ke
UTB
BPK PENABUR
PUSAT KOTA BANDAR LAMPUNG
Type 70/125
2 Kamar Tidur
2 Kamar Mandi
Carport
Ruang Tamu
Ruang Keluarga
Dapur
Sisa Tanah Belakang Luas
Skema Pembayaran :
• KPR Bank Rp. 480.000.000,-
• Cash Rp. 450.000.000,-
Spesifikasi :
Rangka Atap Baja Ringan
Atap Genteng
Lantai Keramik
Plapon Gypsum
Kloset Duduk
Sumur Bor
.
.
.
Info Lengkap
Tlp/Wa 08129330251
.
.
#rumahmurahlampung
#rumahdijualbandarlampung
#jualrumahbandarlampung
#propertylampung
#propertilampung
#rumahminimalis
#rumahmurahdilampung
#rumahmewahlampung
#rumahmurahbandarlampung
#rumah
#rumahmodern
#rumahsiaphuni
#perumahanlampung
#perumahanbandarlampung
#rumahkece
#rumahmewah",
85,29/3/2021,"Rumah Dijual Jl Gatot Subroto Bandar Lampung Bandar Lampung, Tanjung Karang Barat, Bandar Lampung, Lampung, 3 Kamar Tidur, 210 m², Rumah dijual, Oleh Heri ., Rp 4,5 M, 18409002",4500000000,Lampung,489,210,3,3,0,0,0,0,3500,SHM,Rumah Dijual Jl Gatot Subroto Bandar Lampung Bandar Lampung,"Rumah Dijual Jl Gatot Subroto Bandar Lampung Bandar Lampung
Alamat : JL GATOT SUBROTO BANDAR LAMPUNG
Lokasi : Lampung, Bandar Lampung , Tanjung Karang Pusat
Tipe : Rumah
Transaksi : Jual
Sertifikat : SHM
LT/LB : 489 m2 / 210 m2
Dimensi : -
KT/KM : 3 / 3
Orientasi : 0
Listrik/Air/No.Telepon : 3500 / Sumur Bor

BONUS 3 AC, 3 WATERHEATER, 1 LEMARI, 1 SPRINGBED, 1 ETALASE, PLAFON TINGGI ",
86,30/3/2021,https://www.rumah123.com/properti/bandar-lampung/hos8085324/,2500000000,Lampung,1097,450,25,10,0,0,0,0,3500,SHM,Rumah kost 25 kamar profitable aktif plus cafe,"Dijual murah rumah kost aktif plus cafetaria di tanjung karang pusat bandar lampung

Luas tanah 1.097 m2
Luas bangunan 450m2
SHM

Terdapat (25) kamar kost, (10) kamar mandi dan (2) dapur umum
Halaman asri, kamar lega, tempat parkir, kolam ikan, ruang serbaguna, dll

Masih tersedia tanah kosong di bagian depan dan belakang untuk dibangun kamar kost atau lainnya

Harga 2,5 M nego",
87,30/3/2021,https://www.rumah123.com/properti/bandar-lampung/hos8100122/,2300000000,Lampung,495,400,8,5,1,1,1,0,5500,SHM,Rumah mewah bandar lampung,"Rumah mewah  Bandar Lampung

#SPESIFIKASI ::
 LT 492m
 Kamar Tidur 8
 Kamar Mandi 5
 Ruang makan + mini bar
 Dapur bersih +dapur kotor
 Ruang karaoke
 Ruang utk main bilyar
 Lantai Granit
 Plapon PVC + Downlight
 Listrik 5500w
 Carport + Taman
 Sumur Bor
 Jalan aspal


#AksesDekat ::
 Mall MBK
 SMAN 9
 Kampus TENOKRAT, UBL, DARMAJAYA
 Pusat Kota Bandar Lampung",
88,30/3/2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-perumahan-bumi-puspa-kencana-bandar-lampung-oleh-haida-aisyah-18386576,750000000,Lampung,219,160,5,3,0,0,0,2,1300,SHM,Dijual Rumah di Perumahan Bumi Puspa Kencana bandar Lampung,"Dijual Rumah di Perumahan Bumi Puspa Kencana bandar Lampung
                                    Rumah dijual

Perumahan Bumi Puspa Kencana, jl.ZA Pagaralam,  Gedung Meneng, Kota Bandar Lampung. 



Lt/lb. 219/160

Air pam perum

SHM

2 rumah induk

5 kmr tdr

3 kmr mandi

Listrik 1300 W

Garasi 2 kamar.

Harga 750 juta nego
                                    ",
89,31/3/2021,"Rumah Murah Bandar Lampung, Purnawirawan, Tanjung Karang Pusat, Bandar Lampung, Lampung, 2 Kamar Tidur, 52 m², Rumah dijual, Oleh Yadi ., Rp 270 jt, 18350557",270000000,Lampung,72,52,2,1,0,0,1,0,1300,SHM,Rumah Murah Bandar Lampung,"Rumah Murah Bandar Lampung
Lokasi Sangat Strategis dekat :
kampus Darmajaya, UBL, Universitas Lampung, Sekolah Darma Bangsa, Global Surya, Mall Boemi Kedaton,Transmart,PKOR Way Halim.

Survey sekarang sebelum kehabisan unitnya.


#Rumahsyariahlampung #Rumahmurahkedaton
#rumahdibandarlampung",
90,31/3/2021,"Rumah Murah Bandar Lampung, Jl. Alimudin Amir, Tanjung Karang Pusat, Bandar Lampung, Lampung, 2 Kamar Tidur, 40 m², Rumah dijual, Oleh Yadi ., Rp 175 jt, 18360796",175000000,Lampung,92,40,2,1,0,0,1,0,1300,SHGB,Rumah Murah Bandar Lampung,"Rumah Murah Bandar Lampung
• Type 36/92
• Harga Rp. 175 Juta
• Akad Notaris Legalitas SHM",
91,31/3/2021,"Rumah Murah Bandar Lampung, Karimun jawa, Sukarame, Bandar Lampung, Lampung, 3 Kamar Tidur, 100 m², Rumah dijual, Oleh Yadi ., Rp 600 jt, 18407889",600000000,Lampung,180,100,3,2,0,0,2,0,1300,SHM,Rumah Murah Bandar Lampung,"Rumah Murah Siap Huni Bandar Lampung
Rumah komersil siap huni
Type 100/180
Harga Rp. 600 Juta

- Samping SDN1 Sukabumi
- Dekat masjid
- Dekat Sd It permata bunda

Spesifikasi
- Pondasi Batu Belah
- Dinding Batamerah
- Lantai Granit
- Kusen Kayu cempaka

Rumah dengan fasilitas 3 kamar tidur
dua kamar mandi.",
92,31/3/2021,https://www.rumah.com/listing-properti/dijual-rumah-murah-siap-huni-dp-10-jt-di-antasari-oleh-yusuf-syamsudin-16467335,310000000,Lampung,84,45,2,1,0,0,1,0,1300,SHM,Rumah Murah Siap Huni Dp 10 Jt di Antasari,"Rumah Murah Siap Huni Dp 10 Jt Di AntasariPromo Rumah Murah di Antasari Permai Bandar Lampung
Lokasi dijamin Strategis ,Legalitas Aman dan Jelas
Dekat Giant antasari,Chandra Antasari ,Transmart,Pasar Tugu ,Rs emanuel ,Rs Graha husada ,Rs Urip sumoharjo ,UIN lampung ,Sekolah TMI ,Man model , Sarana Perbankan yang Komplit dan Masih banyak Lagi

Harga
Cash 310 juta
KPR DP 10 juta
Ang 3 Juta an x 15 Tahun

Harga sudah Termasuk Biaya KPR adm bank , Apraisal ,Asuransi Jiwa dan Kebakaran
Harga blm Termasuk Pajak Pembeli dan Balik nama Notaris ( dibayar setelah Acc )

Jangan Sampai Kehabisan
Promo Berbatas Waktu
Kapan lagi bisa Punya Tempat tinggal Strategis di dalam kota dengan Harga Terjangkau

More Info
YUSUF
085379248690",
93,1/4/2021,"Rumah Murah Bandar Lampung, Jl. Pramuka bandar lampung, Kedaton, Bandar Lampung, Lampung, 2 Kamar Tidur, 60 m², Rumah dijual, Oleh Dicky Litamahuputty, Rp 397,25 jt, 18319566",397250000,Lampung,90,60,2,1,0,0,1,0,1300,SHM,"Rumah Murah Bandar Lampung
Rumah","Rumah Murah Bandar Lampung
DEKAT DENGAN SAMSAT & KAMPUS MALAHAYATI
PERUMAHAN BUKIT ALAM PERMAI
SIAP HUNI DAN LOKASI STRATEGIS",
94,2/4/2021,https://www.rumah.com/listing-properti/dijual-rumah-lampung-kpr-tanpa-bank-oleh-dwi-shabrina-17975883,575000000,Lampung,90,90,5,3,0,0,1,0,2200,SHM,RUMAH LAMPUNG KPR TANPA BANK,"Hunian Di Pusat Kota Bandar Lampung Strategis Akses Sangat MudahPerumahan Syariah Desain Eropa Klasik Modern Villa Amani Bandar Lampung

* Apakah Anda Mencari Hunian yang Prosesnya mudah tanpa Bank?
* Apakah Anda Mencari Rumah Terjangkau di Kota Bandar Lampung?
* Apakah Anda Mau mencari Rumah yg 5 Kamar tidur terjangkau?

Alhamdulillah setelah dimudahkan oleh Alloh di berbagai lokasi dan dengan izin Alloh kami bisa bertahap membangun, saat ini kami hadir menawarkan kembali dengan harga yang affordable alias terjangkau untuk ukuran lokasi Kota Bandar Lampung

✅ Dengan Tetap Mengusung konsep Syariah Tanpa Riba,
-Tanpa Bank
-Tanpa Denda
-Tanpa Sita
-Tanpa Akad Bathil

✅ Lokasi Strategis :
Sekolah :
- 0.6 Ar Raihan Islamic School
- 1.1 Km SDIT Permata Bunda
- 1.1 Km SMK Bakti Utama
- 1.2 Global Surya School
- 2.1 Km SMA Negeri 9 Bandar lampung
- 2.4 Km SMP Negeri 10 Bandar Lampung
- 2.8 km Fitrah Insani Islamic Junior High School
- 2.1 Km Universitas Bandar lampung
- 2 Km Universitas Teknokrat Indonesia
- 3.6 km Universitas Lampung
- 5.6 Km Malahayati University

Pusat Belanja :
- 0.8 km Alfamart Pagar Alam
- 1.5 Km Giant Express
- 2.3 km mall boemi kedaton
- 5.8 Km lotte Grosir Lampung

Fasilitas Cluster :
- Mushola
- Mini kolam Renang
- Taman Bermain
- Security 24 Jam

LEGALITAS : SHM,IMB,PBB
Free Biaya Surat-Surat

Marketing : DWI SHABRINA
Wa : 0812 1355 0703
Agency Tamr Realty",
95,11/1/2021,https://www.rumah.com/listing-properti/dijual-dijual-murah-rumah-mewah-tanah-luas-di-dekat-kampus-ter-besar-sumatra-korpri-bandar-lampung-oleh-rama-18026676,260000000,Lampung,400,60,3,2,0,0,2,0,1300,AJB,DIJUAL MURAH RUMAH MEWAH+TANAH LUAS DI DEKAT KAMPUS TER BESAR SUMATRA KORPRI BANDAR LAMPUNG,"Rumah Murah Itera Korpri Bandar Lampung
Kapan lagi Beli tanah MURAH BANGED dg luas 400mtr harga murah dapet bonus bangunan nya atau RUMAH.. waaw

RUMAH MURAH
LOKASI SANGAT STRATEGIS
TER DEKAT DARI

KAMPUS ITERA KORPRI SUKARAME
PONPES TAHFIZ QURAN
KANTOR DAN PERUM POLDA

Alamat Lokasi
Jl Desa GEDUNG HARAPAN DEKAT KAMPUS ITERA
Lampung selatan

Spesifikasi
- Type 200/400mter
- Harga 260Juta (masih bisa di nego)
- Status surat AJB

- Kamar tidur 3
- kamar mandi 2
- Ruang tamu
- Ruang keluarga
- Dapur
- Carport
- Sisa halaman belakang
- Sumber air sumur galian
- Listrik 900watt
- Tinggal di poles2 sedikit langsung mewah

Selling Pooint:
- Dekat Dengan Kantor Provinsi Lampung
- Dekat Dengan Pintu Tol Kota Baru
- Dekat Dengan Kantor Dinas Polda Lampung
- Terdekat dr unif ITERA dan KOTABARU
- Dekat dengan podok pesantren dan sarana ibadah
- Dekat dengan sekolahan negri
- Dekat dg puskesmas banjar agung
- Dekat dg kantor kelurahan, camat dan aparat desa banjar agung
- Dekat dg perum POLDa

Nb:
Beli tanah... bonus RUMAH
waaaw..

Mau memiliki ASET di Bidang Prproperty sekarang atau nanti adalah KEPUTUSAN anda, Tapi keputusan anda tidak akan pernah merubah KENYATAAN bahwa Harga PROPERTY akan TETAP selalu NAIK, dan TERUS NAIK.
Maka SEGERALAH investasikan dg CERDAS Keuangan dan FINANCIAL anda..",
96,3/4/2021,https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-tanjung-karang-timur-bandar-lampung-lampung-oleh-yohan-18419678,1300000000,Lampung,127,156,4,3,0,0,0,0,2200,SHM,"4 Bedrooms Rumah Tanjung Karang Timur, Bandar Lampung, Lampung","Dijual Rumah Di Prm.Central Garden Residence, Way Halim (Kode Heru331)Berminat, silahkan Chat WA dengan menyebutkan kode properti ..

Atau bisa langsung ke kantor Ray White Lampung di :
Jl. P. Morotai Ruko Morotai Mas Blok B No.2, Jagabaya III- Way Halim, Bandar Lampung, 35132

Melayani Jual, Beli dan Sewa.
Persyaratan Jual dan Sewa :
- KTP
- SHM
- PBB
- IMB jika ada


salam, Ray White Lampung Morotai.",
97,4/4/2021,https://www.rumah123.com/properti/bandar-lampung/hos8121454/,2575000000,Lampung,2662,378,11,7,0,0,20,3,2200,SHM,Rumah mewah  nego di bandar lampung,"Bismillah

Dijual cepat rumah villa mewah keluarga
- Lingkungan aman dan tenang
- View bukit dan sawah perdesaan
- 10 menit ke pasar tradisional untung suropati
- 20 menit ke kampus unila
- 30 menit ke Mall Boemi Kedaton

Luas tanah 2.662 meter (dalam pagar keliling) 
- Rumah 2 lantai
- Type 378 meter
- Pos Satpam

**Lantai 1
- Kamar Tidur 7 (4 kamar tidur + Ac) 
- Kamar mandi 6 (5 didalam kamar) 
- Sumur bor & sumur tradisional
- Ruang tamu (AC) 
- Ruang Keluarga
- Dapur bersih & dapur kotor
- Ruang Makan
- Ruang cuci dan jemur
- Ruang santai serbaguna
- Teras belakang rumah
- Kolam ikan 4 
- Tanah belakang luas
- Garasi 3 mobil
- Carport / Halaman 20 mobil

**Lantai 2
- Ruang tamu / santai
- Kamar Tidur 4
- Kamar Mandi 1
- Balkon depan
- Balkon Belakang view bukit dan persawahan
- Tower Air 2

Bonus
- Ac setiap kamar dan ruang tamu
- Cctv
- Wifi

Legalitas Sertifikat

Harga",
98,5/4/2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2lt-posisi-hook-oleh-larasati-aulia-putri-asya-17861707,425000000,Lampung,72,120,3,1,0,0,0,1,900,SHM,Dijual rumah 2lt Posisi Hook,"Dijual rumah 2lt posisi hook safety environment
                                    - Letak rumah di hook siap huni

- surat hak milik

- 2 lantai

- ada garasi mobil

- listrik 900 va

- PDAM

- jemuran lantai 2

- ruang tv+ruang keluarga+ruang makan+dapur+gudang

- lingkungan aman untuk anak-anak
                                    ",
99,21/4/2021,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-mewah-dg-5kontrakan-nya-lokasi-strategis-di-pahoman-tanjung-karang-bandar-lampung-oleh-rama-17843328,850000000,Lampung,320,300,7,6,0,0,1,0,1300,SHM,JUAL MURAH RUMAH MEWAH DG 5KONTRAKAN NYA LOKASI STRATEGIS DI PAHOMAN TANJUNG KARANG BANDAR LAMPUNG,"Beli Rumah Dapat 5pintu Kontrakan Nya Dekat Pahoman Antasari KedamaianDijual Cepat
Rumah mewah DENGAN KE 5 pintu kontrakan nya di jual Harga murah.
Cocok skali Buat investasi jangka panjang sbagai pasive income.

Lokasi sangat strategis aman dan nyaman, cocok sekali untuk investasi dan pasif income,
Bisa menghasilkan Rp 7juta per unit stiap tahunnya.
dan jika ada 5 unit bisa menghasilkan Rp 35.000.000 pasif income pertahunnya..
ajib bukan..

Alamat Lokasi
JL Perintis kemerdekaan dekat sekolah BPK Penabur garuntang pahoman
Tanjung gading
Bandar Lampung

- Luas tanah 320m2
- Harga 850juta
- STATUS SURAT Sertifikat
- Harga masih bisa DI nego

SELLING POINT:
- Dekat sekolah bpk penabur
- Dekat kampus UTB
- Dekat dengan stadion pahoman
- Dekan dg rumah sakit GRAHA HUSADA
- Dekat denga pasar dan super store
- Kontrakan ramai dan tidak pernah kosong
- Listrik token masing2 setiap pintu
- Air sangat lancar sumur boor
- Lingkungan aman dan nyaman
- Cocok sekali untuk aset dan investasi di masa tua

Best point:
- Bebas banjir
- Jalan paving blok
- Material kualitas mutu
- Dekat jalan poros
- Bebas macet
- Nyaman, aman, dan asri
- Fasilitas umum lengkap
- Dekat pasar, mini market, pusat pembelanjaan
- Harga terjangkau
- Cantik dan elegan
- Minimalis
- Bangunan mewah
- Harga murah

Mau memiliki ASET di Bidang Prproperty sekarang atau nanti adalah KEPUTUSAN anda, Tapi keputusan anda tidak akan pernah merubah KENYATAAN bahwa Harga PROPERTY akan TETAP selalu NAIK, dan TERUS NAIK.
Maka SEGERALAH investasikan dg CERDAS Keuangan dan FINANCIAL anda..",
100,28/4/2021,https://www.rumah.com/listing-properti/dijual-rumah-murah-dekat-stadion-pahoman-tanjung-karang-tanah-strategis-bandar-lampung-oleh-rama-18406978,125000000,Lampung,75,45,2,1,0,0,1,0,1300,SHM,RUMAH MURAH DEKAT STADION PAHOMAN TANJUNG KARANG TANAH STRATEGIS BANDAR LAMPUNG,"Rumah Murah Pahoman Tanjung Karang Tanah Strategid Bandar LampungRumah mewah murah dekat STADION Pahoman Pusat kota
MENAKO CLUSTER

Lokasi
Belakang Rumah Makan Saung Desa
Turunan Damri Kupang Teba

Type rumah 45/75

Spesifikasi Bangunan :
Kamar Tidur 2, Kamar Mandi 1
Pondasi Pasangan batu belah, sloof, tiang kolom, ring balok, beton bertulang
Kusen Kayu kelas II
Daun Pintu Panel kelas II
Jendela Bingkai kayu kelas II
Lantai Granit 60x60
Rangka atap baja
Genteng Mantili di cat
Plafon Gypsum
Cat tembok Jotun
Closet duduk
Carport
Sumur bor 30 meter+pompa air+tower ½ kubik Listrik 1.300 watt

Keunggulan :
Lokasi strategis di tengah kota Bandarlampung
Keamanan 24 jam, ada pos Satpam
Jalan perumahan lebar 5 meter
Perumahan di dalam pagar keliling, one gate system
Lingkungan perumahan aman dan nyaman

Proses

Bisa Cash Bertahap maksimal 2 tahun dengan DP min. 50%

Harga Cash : 355 juta
Tempo 12 bln : 375 juta
Tempo 24 bln : 395 juta

info survey dan pemesanan
telp/wa",
